#{"t_start": 1619618626.907761, "env_id": null}
r,l,t
-6143.24,60,40.4302
-6324.17,60,40.494215
-6259.3,60,40.558228
-6185.45,60,40.621243
-6134.08,60,40.685258
-6122.2,60,40.749272
-6173.86,60,40.820288
-6175.39,60,40.884303
-6255.88,60,40.948318
-6246.74,60,41.012331
-6355.93,60,41.076345
-6218.42,60,41.13936
-6143.74,60,41.204375
-6230.41,60,41.27039
-6197.91,60,41.335403
-6180.64,60,41.40742
-6290.47,60,41.473434
-6266.11,60,41.537453
-6220.62,60,41.602474
-6251.93,60,41.667478
-6237.12,60,41.738495
-6200.5,60,41.802518
-6257.66,60,41.867524
-6291.0,60,41.935539
-6200.32,60,41.999554
-6304.25,60,42.064568
-6178.18,60,42.128583
-6365.76,60,42.193597
-6257.0,60,42.257611
-6107.19,60,42.321626
-6240.7,60,42.383641
-6247.62,60,42.447654
-6229.31,60,42.511678
-6166.2,60,42.576684
-6183.08,60,42.641698
-6206.68,60,42.705714
-6265.1,60,42.769727
-6140.77,60,42.833741
-6215.93,60,42.898755
-6183.4,60,42.962771
-6139.66,60,43.032293
-6288.59,60,43.096307
-6146.78,60,43.160322
-6233.56,60,43.223737
-6185.43,60,43.288752
-6299.08,60,43.354805
-6242.25,60,43.417871
-6221.06,60,43.480885
-6324.16,60,43.544578
-6178.3,60,43.608592
-6277.98,60,43.671606
-6165.22,60,43.735621
-6272.88,60,43.799635
-6166.02,60,43.86465
-6153.88,60,43.928664
-6131.93,60,43.992688
-6191.62,60,44.067696
-6127.35,60,44.13271
-6143.99,60,44.196724
-6271.66,60,44.262739
-6346.17,60,44.327754
-6234.58,60,44.392769
-6172.29,60,44.457784
-6161.06,60,44.520797
-6248.68,60,44.584812
-6145.28,60,44.648826
-6239.63,60,44.713841
-6198.5,60,44.777856
-6178.79,60,44.84187
-6161.59,60,44.907885
-6232.12,60,44.972899
-6182.09,60,45.036915
-6136.12,60,45.100928
-6135.02,60,45.169944
-6177.44,60,45.233958
-6304.9,60,45.297973
-6297.7,60,45.362987
-6336.88,60,45.427001
