#{"t_start": 1619615257.0356133, "env_id": null}
r,l,t
-5034.3,60,54.807811
-5007.97,60,54.870841
-4965.24,60,54.988868
-4929.62,60,55.050881
-5011.25,60,55.115897
-4896.56,60,55.184912
-5019.8,60,55.313943
-5015.93,60,55.375093
-4957.52,60,55.433968
-5041.45,60,55.48898
-5017.2,60,55.542992
-5180.26,60,55.65101
-4994.88,60,55.701022
-4995.98,60,55.753033
-5052.46,60,55.804045
-5040.7,60,55.89608
-5064.74,60,55.948077
-5014.76,60,56.001275
-5083.77,60,56.053101
-5033.31,60,56.144121
-5047.85,60,56.196125
-5029.34,60,56.247136
-5034.69,60,56.297145
-5027.67,60,56.39617
-5036.76,60,56.446179
-4959.95,60,56.497191
-4968.75,60,56.550213
-4977.17,60,56.602225
-4989.06,60,56.700246
-4953.03,60,56.752258
-5034.9,60,56.80426
-4972.63,60,56.856272
-4983.3,60,56.948303
-4977.32,60,56.999314
-4996.43,60,57.050327
-5077.1,60,57.101326
-4932.91,60,57.196348
-4973.28,60,57.24837
-5012.61,60,57.299375
-5007.91,60,57.358395
-4970.82,60,57.409407
-4967.79,60,57.501427
-5016.47,60,57.553429
-4970.65,60,57.607451
-4999.56,60,57.658462
-4982.62,60,57.753616
-4975.77,60,57.806485
-5033.72,60,57.859498
-4988.97,60,57.911519
-5200.22,60,58.00254
-4956.77,60,58.054552
-4964.2,60,58.105563
-5068.94,60,58.157575
-4986.08,60,58.250683
-5064.98,60,58.301695
-4981.34,60,58.355768
-4970.97,60,58.412807
-4943.72,60,58.467645
-4993.48,60,58.562655
-4966.66,60,58.614678
-5029.37,60,58.664689
-5117.2,60,58.715701
-4900.17,60,58.821724
-5088.26,60,58.872767
-5019.34,60,58.925738
-4936.43,60,58.978888
-5025.15,60,59.072781
-4964.89,60,59.126783
-4906.8,60,59.177805
-4950.51,60,59.229816
-4893.55,60,59.323827
-4947.38,60,59.37585
-4989.09,60,59.427851
-5178.73,60,59.483961
-4957.36,60,59.535886
-4964.63,60,59.631097
-5027.78,60,59.682908
